end	Gene	start	(bp)	Strand	Gene
ENSG00000209480	39313819	39313911	22	-1	snoRNA
ENSG00000252290	237555040	237555171	1	-1	snoRNA
ENSG00000212371	77466284	77466436	14	1	snoRNA
ENSG00000212135	46762389	46762499	11	-1	snoRNA
ENSG00000207187	30187434	30187566	2	1	snoRNA
ENSG00000239127	29333163	29333258	22	-1	snoRNA
ENSG00000273538	32079158	32079289	CHR_HSCHR15_4_CTG8	1	snoRNA
ENSG00000212278	18236123	18236196	5	1	snoRNA
ENSG00000239197	92417547	92417689	15	1	snoRNA
ENSG00000201772	45104906	45105042	7	-1	snoRNA
ENSG00000265733	45984610	45984810	10	1	snoRNA
ENSG00000199960	25194921	25195001	15	1	snoRNA
ENSG00000252657	29777619	29777744	17	1	snoRNA
ENSG00000200026	38147428	38147561	9	1	snoRNA
ENSG00000200545	19598247	19598463	10	1	snoRNA
ENSG00000207094	88449092	88449231	7	-1	snoRNA
ENSG00000201733	66432763	66432902	11	1	snoRNA
ENSG00000239005	139436368	139436494	4	-1	snoRNA
ENSG00000238724	114527129	114527232	11	1	snoRNA
ENSG00000212270	25806648	25806712	14	-1	snoRNA
ENSG00000239142	5093408	5093543	10	-1	snoRNA
ENSG00000251778	41882205	41882300	21	1	snoRNA
ENSG00000239183	92292461	92292593	9	-1	snoRNA
ENSG00000251815	25099499	25099594	15	1	snoRNA
ENSG00000201998	9428773	9428954	11	1	snoRNA
ENSG00000221043	149695748	149695959	5	-1	snoRNA
ENSG00000200823	100951856	100951933	14	1	snoRNA
ENSG00000212302	22756761	22756829	14	-1	snoRNA
ENSG00000221400	43417249	43417438	10	-1	snoRNA
ENSG00000238498	42076058	42076161	22	-1	snoRNA
ENSG00000201943	25187536	25187616	15	1	snoRNA
ENSG00000200656	45105968	45106099	7	-1	snoRNA
ENSG00000252199	9907916	9908010	21	1	snoRNA
ENSG00000206898	10296047	10296180	2	-1	snoRNA
ENSG00000252129	15574019	15574198	17	1	snoRNA
ENSG00000266300	31904099	31904165	CHR_HSCHR6_MHC_APD_CTG1	1	snoRNA
ENSG00000238423	28720550	28720616	17	1	snoRNA
ENSG00000207100	133152754	133152892	X	1	snoRNA
ENSG00000263864	31902285	31902347	CHR_HSCHR6_MHC_APD_CTG1	1	snoRNA
ENSG00000201791	178753654	178753772	1	-1	snoRNA
ENSG00000277995	29079384	29079498	CHR_HSCHR5_2_CTG1	1	snoRNA
ENSG00000199370	148389645	148389859	7	1	snoRNA
ENSG00000201157	18979619	18979772	8	1	snoRNA
ENSG00000200418	186786323	186786445	3	1	snoRNA
ENSG00000238840	4962436	4962568	10	-1	snoRNA
ENSG00000263723	237869904	237869982	2	1	snoRNA
ENSG00000252230	34637696	34637781	19	-1	snoRNA
ENSG00000251940	19249873	19249966	22	1	snoRNA
ENSG00000212517	5121417	5121539	20	-1	snoRNA
ENSG00000239080	136134317	136134420	X	-1	snoRNA
ENSG00000207419	11709819	11709960	6	1	snoRNA
ENSG00000266295	31526642	31526717	CHR_HSCHR6_MHC_QBL_CTG1	-1	snoRNA
ENSG00000201384	77201026	77201140	14	-1	snoRNA
ENSG00000199453	25191416	25191497	15	1	snoRNA
ENSG00000252438	12415928	12416000	10	1	snoRNA
ENSG00000273499	108778144	108778271	12	-1	snoRNA
ENSG00000212380	25264510	25264590	15	1	snoRNA
ENSG00000272015	38894785	38894867	21	1	snoRNA
ENSG00000239096	179614775	179614878	3	-1	snoRNA
ENSG00000252580	26796173	26796304	9	-1	snoRNA
ENSG00000252337	106546665	106546803	5	1	snoRNA
ENSG00000212538	163923670	163923873	1	1	snoRNA
ENSG00000239169	25278343	25278409	15	1	snoRNA
ENSG00000272344	100981975	100982046	14	1	snoRNA
ENSG00000200072	112052078	112052138	13	1	snoRNA
ENSG00000283551	68755172	68755238	10	1	snoRNA
ENSG00000201316	51015021	51015165	8	1	snoRNA
ENSG00000201847	107320895	107320963	13	-1	snoRNA
ENSG00000207027	23806229	23806377	8	-1	snoRNA
ENSG00000238934	161141208	161141336	1	-1	snoRNA
ENSG00000212397	112602354	112602452	11	-1	snoRNA
ENSG00000221083	8511795	8511919	1	-1	snoRNA
ENSG00000207109	53333060	53333128	3	-1	snoRNA
ENSG00000209482	39315213	39315307	22	-1	snoRNA
ENSG00000201348	8831186	8831393	20	1	snoRNA
ENSG00000202479	24969388	24969477	2	-1	snoRNA
ENSG00000252537	16005808	16005923	10	1	snoRNA
ENSG00000206592	79220942	79221073	5	1	snoRNA
ENSG00000235284	131485665	131485750	9	1	snoRNA
ENSG00000263666	71698567	71698701	16	-1	snoRNA
ENSG00000207022	92846059	92846182	1	1	snoRNA
ENSG00000252692	206080239	206080324	1	1	snoRNA
ENSG00000252443	69785994	69786113	16	-1	snoRNA
ENSG00000207165	154400281	154400415	X	1	snoRNA
ENSG00000264997	109263494	109263564	11	-1	snoRNA
ENSG00000271922	154329716	154329819	3	1	snoRNA
ENSG00000206853	59137372	59137502	8	-1	snoRNA
ENSG00000265145	28927067	28927144	2	1	snoRNA
ENSG00000212551	32081764	32081973	11	1	snoRNA
ENSG00000274544	62854621	62854695	11	-1	snoRNA
ENSG00000265013	29582051	29582134	CHR_HSCHR6_MHC_MCF_CTG1	1	snoRNA
ENSG00000212264	23396446	23396516	7	1	snoRNA
ENSG00000201809	73764279	73764413	12	-1	snoRNA
ENSG00000201407	24133186	24133317	X	1	snoRNA
ENSG00000207280	231456444	231456523	2	-1	snoRNA
ENSG00000207088	129397210	129397348	3	-1	snoRNA
ENSG00000212464	100237156	100237302	10	-1	snoRNA
ENSG00000252136	105105987	105106094	4	1	snoRNA
ENSG00000200413	100987046	100987117	14	1	snoRNA
ENSG00000221611	12972053	12972143	12	1	snoRNA
ENSG00000212214	3532117	3532251	X	-1	snoRNA
ENSG00000201245	99783857	99783983	13	-1	snoRNA
ENSG00000212338	179196473	179196579	1	1	snoRNA
ENSG00000212479	29180425	29180639	21	-1	snoRNA
ENSG00000200792	32377187	32377322	21	-1	snoRNA
ENSG00000238795	6967337	6967606	12	-1	snoRNA
ENSG00000251830	24166273	24166374	6	1	snoRNA
ENSG00000253042	202527310	202527427	1	-1	snoRNA
ENSG00000276367	30535548	30535680	CHR_HSCHR15_4_CTG8	-1	snoRNA
ENSG00000252122	75409332	75409466	16	-1	snoRNA
ENSG00000221803	47755853	47755962	19	1	snoRNA
ENSG00000252682	154288460	154288527	1	1	snoRNA
ENSG00000212144	234593275	234593402	1	1	snoRNA
ENSG00000252291	6061644	6061749	X	-1	snoRNA
ENSG00000252852	117313528	117313661	8	1	snoRNA
ENSG00000206656	25083588	25083679	15	1	snoRNA
ENSG00000222604	74711936	74712045	14	1	snoRNA
ENSG00000200991	84852498	84852615	15	-1	snoRNA
ENSG00000207063	25051477	25051571	15	1	snoRNA
ENSG00000207051	27255401	27255526	13	1	snoRNA
ENSG00000200288	177624282	177624409	3	-1	snoRNA
ENSG00000201240	100966029	100966100	14	1	snoRNA
ENSG00000207375	25091786	25091877	15	1	snoRNA
ENSG00000278715	25087662	25087753	15	1	snoRNA
ENSG00000200422	87146733	87146804	X	1	snoRNA
ENSG00000202093	49489245	49489308	18	-1	snoRNA
ENSG00000200620	15716208	15716346	X	1	snoRNA
ENSG00000221500	132816802	132816877	6	1	snoRNA
ENSG00000207067	98042086	98042217	8	-1	snoRNA
ENSG00000200191	71815494	71815625	8	-1	snoRNA
ENSG00000201003	53771018	53771153	1	-1	snoRNA
ENSG00000200259	49491175	49491260	19	1	snoRNA
ENSG00000263776	186787612	186787749	3	1	snoRNA
ENSG00000200222	64071807	64072019	3	-1	snoRNA
ENSG00000263358	31527123	31527198	CHR_HSCHR6_MHC_SSTO_CTG1	-1	snoRNA
ENSG00000212615	45088243	45088308	14	1	snoRNA
ENSG00000199785	811681	811814	11	1	snoRNA
ENSG00000206727	25073107	25073201	15	1	snoRNA
ENSG00000276161	136726105	136726234	9	-1	snoRNA
ENSG00000212565	48880840	48880967	17	1	snoRNA
ENSG00000252719	139909904	139910034	X	1	snoRNA
ENSG00000201992	25234247	25234328	15	1	snoRNA
ENSG00000221398	34456110	34456237	21	-1	snoRNA
ENSG00000212490	52748137	52748259	4	1	snoRNA
ENSG00000238685	12297197	12297323	16	-1	snoRNA
ENSG00000200075	129868590	129868716	8	-1	snoRNA
ENSG00000221245	119569699	119569825	4	1	snoRNA
ENSG00000252945	50844625	50844712	14	1	snoRNA
ENSG00000207516	45537250	45537377	15	1	snoRNA
ENSG00000271907	115126316	115126444	X	-1	snoRNA
ENSG00000251802	34892417	34892549	7	1	snoRNA
ENSG00000252920	153012482	153012614	1	-1	snoRNA
ENSG00000252213	139276180	139276320	5	1	snoRNA
ENSG00000276094	41573512	41573606	9	-1	snoRNA
ENSG00000212145	41899111	41899253	3	-1	snoRNA
ENSG00000199311	25232387	25232468	15	1	snoRNA
ENSG00000200638	25237986	25238067	15	1	snoRNA
ENSG00000221475	52190621	52190748	X	1	snoRNA
ENSG00000202189	20786927	20787055	9	1	snoRNA
ENSG00000200367	100943451	100943524	14	1	snoRNA
ENSG00000207500	27255064	27255135	13	1	snoRNA
ENSG00000207062	65070538	65070672	7	1	snoRNA
ENSG00000199857	76402076	76402146	4	1	snoRNA
ENSG00000199477	45337480	45337609	13	-1	snoRNA
ENSG00000252461	28881480	28881607	16	-1	snoRNA
ENSG00000206633	10446714	10446849	2	-1	snoRNA
ENSG00000199744	133350456	133350528	9	1	snoRNA
ENSG00000200785	21397292	21397401	14	-1	snoRNA
ENSG00000272296	181241814	181241892	5	-1	snoRNA
ENSG00000251893	75689152	75689304	12	-1	snoRNA
ENSG00000283584	7431217	7431296	16	1	snoRNA
ENSG00000251925	23423099	23423236	Y	-1	snoRNA
ENSG00000201569	100974806	100974880	14	1	snoRNA
ENSG00000265156	31827320	31827386	CHR_HSCHR6_MHC_QBL_CTG1	1	snoRNA
ENSG00000263764	39319050	39319113	22	-1	snoRNA
ENSG00000263517	30211301	30211463	CHR_HSCHR6_MHC_MCF_CTG1	-1	snoRNA
ENSG00000199282	72586680	72586810	13	1	snoRNA
ENSG00000238901	122671291	122671394	8	1	snoRNA
ENSG00000238963	154905076	154905206	6	-1	snoRNA
ENSG00000201487	75789477	75789548	1	1	snoRNA
ENSG00000252824	102194076	102194164	7	-1	snoRNA
ENSG00000265325	31580561	31580638	CHR_HSCHR6_MHC_MANN_CTG1	-1	snoRNA
ENSG00000201660	5410122	5410251	X	1	snoRNA
ENSG00000283675	19420279	19420342	17	1	snoRNA
ENSG00000199927	30304320	30304536	3	-1	snoRNA
ENSG00000272460	25243614	25243695	15	1	snoRNA
ENSG00000221719	2796408	2796532	16	-1	snoRNA
ENSG00000212445	68189287	68189421	16	1	snoRNA
ENSG00000199571	39819750	39819883	12	-1	snoRNA
ENSG00000207168	56060470	56060602	7	1	snoRNA
ENSG00000273788	72726122	72726337	X	-1	snoRNA
ENSG00000209582	7574713	7574847	17	1	snoRNA
ENSG00000264591	31523278	31523355	CHR_HSCHR6_MHC_DBB_CTG1	-1	snoRNA
ENSG00000238597	28723682	28723753	17	1	snoRNA
ENSG00000200879	123058077	123058161	11	-1	snoRNA
ENSG00000253094	22803145	22803224	13	1	snoRNA
ENSG00000212161	159851906	159851972	1	-1	snoRNA
ENSG00000206731	27642043	27642169	2	-1	snoRNA
ENSG00000274640	25041974	25042040	15	1	snoRNA
ENSG00000206602	49491283	49491347	18	-1	snoRNA
ENSG00000201672	100936491	100936565	14	1	snoRNA
ENSG00000201544	212352816	212352950	1	1	snoRNA
ENSG00000200680	25176832	25176913	15	1	snoRNA
ENSG00000212455	18040606	18040733	2	-1	snoRNA
ENSG00000249020	131479097	131479233	3	-1	snoRNA
ENSG00000239129	29883006	29883109	17	1	snoRNA
ENSG00000221633	109018909	109019116	3	-1	snoRNA
ENSG00000202537	86347062	86347195	2	-1	snoRNA
ENSG00000207245	25106521	25106603	15	1	snoRNA
ENSG00000199673	66502812	66502910	15	-1	snoRNA
ENSG00000207274	214846947	214847081	2	1	snoRNA
ENSG00000238387	9578028	9578131	11	1	snoRNA
ENSG00000281311	64146337	64146471	17	1	snoRNA
ENSG00000276132	29375114	29375225	CHR_HSCHR15_4_CTG8	1	snoRNA
ENSG00000221300	42440377	42440436	2	1	snoRNA
ENSG00000202335	110496352	110496421	12	-1	snoRNA
ENSG00000251858	41594463	41594591	14	1	snoRNA
ENSG00000212529	172252334	172252478	5	-1	snoRNA
ENSG00000201393	78367507	78367623	10	1	snoRNA
ENSG00000251704	16199203	16199295	2	1	snoRNA
ENSG00000221332	75398860	75399067	6	-1	snoRNA
ENSG00000202191	100924824	100924892	14	1	snoRNA
ENSG00000222365	49280319	49280409	20	1	snoRNA
ENSG00000201701	32037526	32037653	3	1	snoRNA
ENSG00000264940	19189665	19190245	17	-1	snoRNA
ENSG00000221638	75627950	75628168	2	1	snoRNA
ENSG00000281859	44778390	44778458	1	1	snoRNA
ENSG00000239039	33513475	33513578	8	1	snoRNA
ENSG00000201331	25211796	25211877	15	1	snoRNA
ENSG00000221093	56121242	56121352	8	-1	snoRNA
ENSG00000207112	93730513	93730646	11	-1	snoRNA
ENSG00000199712	25172635	25172716	15	1	snoRNA
ENSG00000200279	100967052	100967123	14	1	snoRNA
ENSG00000238594	150164584	150164686	6	1	snoRNA
ENSG00000199631	49490615	49490699	19	1	snoRNA
ENSG00000206620	75787072	75787150	1	1	snoRNA
ENSG00000200113	37419628	37419767	7	1	snoRNA
ENSG00000207244	8961575	8961708	8	1	snoRNA
ENSG00000202283	103583135	103583268	6	1	snoRNA
ENSG00000207174	25081287	25081378	15	1	snoRNA
ENSG00000207442	25065026	25065121	15	1	snoRNA
ENSG00000266847	31662524	31662655	CHR_HSCHR6_MHC_MANN_CTG1	1	snoRNA
ENSG00000206693	154774998	154775126	X	1	snoRNA
ENSG00000252277	25108268	25108352	15	1	snoRNA
ENSG00000207468	119060011	119060138	10	-1	snoRNA
ENSG00000220986	69160806	69160939	5	1	snoRNA
ENSG00000253059	35756327	35756463	14	1	snoRNA
ENSG00000212229	67210408	67210480	6	-1	snoRNA
ENSG00000200530	49497720	49497806	19	1	snoRNA
ENSG00000206609	25075929	25076020	15	1	snoRNA
ENSG00000278261	76561634	76561705	17	1	snoRNA
ENSG00000212580	49888868	49888986	2	-1	snoRNA
ENSG00000202275	103797272	103797348	14	-1	snoRNA
ENSG00000201816	56079394	56079594	18	-1	snoRNA
ENSG00000200486	25189414	25189495	15	1	snoRNA
ENSG00000200706	38207274	38207345	6	1	snoRNA
ENSG00000221125	49949316	49949527	19	-1	snoRNA
ENSG00000281808	136726748	136726879	9	-1	snoRNA
ENSG00000265602	30122351	30122511	CHR_HSCHR6_MHC_QBL_CTG1	-1	snoRNA
ENSG00000265706	28927983	28928060	2	1	snoRNA
ENSG00000206776	119388348	119388469	8	1	snoRNA
ENSG00000212618	18943999	18944073	17	1	snoRNA
ENSG00000275524	25218617	25218698	15	1	snoRNA
ENSG00000206948	154768528	154768659	X	1	snoRNA
ENSG00000207014	25056860	25056954	15	1	snoRNA
ENSG00000200237	9819954	9820094	19	1	snoRNA
ENSG00000200693	63651296	63651499	14	-1	snoRNA
ENSG00000223224	71758402	71758487	16	-1	snoRNA
ENSG00000221461	123180310	123180525	8	-1	snoRNA
ENSG00000238311	65696833	65696936	15	-1	snoRNA
ENSG00000201679	25197576	25197656	15	1	snoRNA
ENSG00000252192	122492113	122492241	12	-1	snoRNA
ENSG00000200377	153446813	153446883	2	-1	snoRNA
ENSG00000253047	150600539	150600659	1	-1	snoRNA
ENSG00000276275	141453377	141453451	CHR_HSCHR8_5_CTG7	1	snoRNA
ENSG00000272025	65158662	65158860	2	1	snoRNA
ENSG00000206878	228652436	228652560	1	1	snoRNA
ENSG00000206680	92837289	92837383	1	1	snoRNA
ENSG00000222370	220200546	220200676	1	-1	snoRNA
ENSG00000206603	56055365	56055502	7	1	snoRNA
ENSG00000278527	62854161	62854285	11	-1	snoRNA
ENSG00000252774	64342539	64342698	15	1	snoRNA
ENSG00000201465	138187998	138188129	7	-1	snoRNA
ENSG00000212608	53387713	53387836	3	-1	snoRNA
ENSG00000274091	76558791	76558868	17	1	snoRNA
ENSG00000238317	202293051	202293134	2	1	snoRNA
ENSG00000212586	38822307	38822404	6	-1	snoRNA
ENSG00000207093	25070432	25070526	15	1	snoRNA
ENSG00000201300	25220497	25220578	15	1	snoRNA
ENSG00000252840	151527831	151527938	1	-1	snoRNA
ENSG00000201036	100979002	100979090	14	1	snoRNA
ENSG00000206811	1962334	1962466	16	-1	snoRNA
ENSG00000280496	136726104	136726239	9	-1	snoRNA
ENSG00000208772	86135870	86136006	2	1	snoRNA
ENSG00000207263	25082768	25082859	15	1	snoRNA
ENSG00000200496	123301390	123301523	11	1	snoRNA
ENSG00000221164	73126080	73126207	10	-1	snoRNA
ENSG00000238707	56595963	56596031	10	-1	snoRNA
ENSG00000221750	54927305	54927433	X	1	snoRNA
ENSG00000252200	44725984	44726058	19	-1	snoRNA
ENSG00000206947	39329003	39329134	7	-1	snoRNA
ENSG00000280636	179934401	179934538	2	-1	snoRNA
ENSG00000202517	40238608	40238741	3	1	snoRNA
ENSG00000252993	92076242	92076365	10	1	snoRNA
ENSG00000238745	138623479	138623582	5	1	snoRNA
ENSG00000212558	10090205	10090319	2	-1	snoRNA
ENSG00000200087	28508559	28508762	1	1	snoRNA
ENSG00000201025	16284696	16284768	21	-1	snoRNA
ENSG00000221381	50799032	50799122	19	-1	snoRNA
ENSG00000201500	100977389	100977466	14	1	snoRNA
ENSG00000212168	57544535	57544599	2	1	snoRNA
ENSG00000281010	2155025	2155104	16	-1	snoRNA
ENSG00000238649	28723429	28723492	17	1	snoRNA
ENSG00000238363	112161485	112161617	5	1	snoRNA
ENSG00000278089	25182385	25182466	15	1	snoRNA
ENSG00000200294	72180858	72180989	10	1	snoRNA
ENSG00000212593	23441841	23441921	16	1	snoRNA
ENSG00000206754	132815307	132815379	6	1	snoRNA
ENSG00000212434	69692956	69693155	X	1	snoRNA
ENSG00000273544	28580381	28580512	1	-1	snoRNA
ENSG00000265926	29582205	29582288	CHR_HSCHR6_MHC_DBB_CTG1	1	snoRNA
ENSG00000222185	100998467	100998541	14	1	snoRNA
ENSG00000252138	7726841	7726951	16	-1	snoRNA
ENSG00000200394	67740669	67740799	17	1	snoRNA
ENSG00000212553	39857135	39857227	13	-1	snoRNA
ENSG00000199856	7995570	7995785	18	1	snoRNA
ENSG00000206958	88382772	88382907	5	1	snoRNA
ENSG00000206885	231455800	231455936	2	-1	snoRNA
ENSG00000252542	133350847	133350912	9	1	snoRNA
ENSG00000207130	128714571	128714705	3	-1	snoRNA
ENSG00000238372	101847256	101847360	8	-1	snoRNA
ENSG00000281780	206161841	206161929	2	1	snoRNA
ENSG00000207147	40513144	40513279	21	1	snoRNA
ENSG00000277846	62853663	62853732	11	-1	snoRNA
ENSG00000206611	133349396	133349470	9	1	snoRNA
ENSG00000276610	24985100	24985166	15	1	snoRNA
ENSG00000251744	139108430	139108534	8	1	snoRNA
ENSG00000253090	107985659	107985773	6	-1	snoRNA
ENSG00000265849	31603330	31603405	CHR_HSCHR6_MHC_APD_CTG1	-1	snoRNA
ENSG00000252985	126426893	126426970	9	1	snoRNA
ENSG00000206775	3982507	3982572	19	-1	snoRNA
ENSG00000253072	15481808	15481893	11	-1	snoRNA
ENSG00000238578	28722582	28722653	17	1	snoRNA
ENSG00000252045	32538299	32538434	21	1	snoRNA
ENSG00000206785	65760052	65760186	7	1	snoRNA
ENSG00000201675	49489965	49490048	19	1	snoRNA
ENSG00000199968	25204357	25204438	15	1	snoRNA
ENSG00000212458	1118884	1119013	4	1	snoRNA
ENSG00000209702	12706449	12706518	19	-1	snoRNA
ENSG00000202183	82561201	82561347	X	1	snoRNA
ENSG00000201009	132753023	132753126	7	1	snoRNA
ENSG00000253049	3102913	3103015	3	1	snoRNA
ENSG00000200801	25222348	25222428	15	1	snoRNA
ENSG00000251715	72460519	72460601	13	-1	snoRNA
ENSG00000239182	118738055	118738182	X	1	snoRNA
ENSG00000201247	100969879	100969952	14	1	snoRNA
ENSG00000206937	61417244	61417378	2	-1	snoRNA
ENSG00000271817	158700691	158700909	4	1	snoRNA
ENSG00000252458	159230194	159230322	5	1	snoRNA
ENSG00000207047	206161878	206161957	2	1	snoRNA
ENSG00000263625	31612723	31612798	CHR_HSCHR6_MHC_MCF_CTG1	-1	snoRNA
ENSG00000200677	90755243	90755312	15	-1	snoRNA
ENSG00000252096	4868984	4869118	20	1	snoRNA
ENSG00000201634	25269783	25269858	15	1	snoRNA
ENSG00000280554	66502019	66502089	15	-1	snoRNA
ENSG00000199390	100963054	100963130	14	1	snoRNA
ENSG00000272237	227887631	227887744	2	1	snoRNA
ENSG00000200235	140579667	140579792	5	1	snoRNA
ENSG00000207217	6016877	6017011	7	1	snoRNA
ENSG00000276314	24981994	24982068	15	1	snoRNA
ENSG00000200398	25213648	25213729	15	1	snoRNA
ENSG00000252640	68630851	68630968	16	-1	snoRNA
ENSG00000275996	62855012	62855083	11	-1	snoRNA
ENSG00000238966	42043504	42043575	8	-1	snoRNA
ENSG00000199798	100955370	100955439	14	1	snoRNA
ENSG00000252693	124197743	124197849	X	1	snoRNA
ENSG00000252128	21139886	21139957	13	-1	snoRNA
ENSG00000264294	44775864	44775943	1	1	snoRNA
ENSG00000222145	88714242	88714430	6	-1	snoRNA
ENSG00000207233	54222284	54222412	18	-1	snoRNA
ENSG00000200891	87994618	87994695	10	-1	snoRNA
ENSG00000207496	12840312	12840450	3	-1	snoRNA
ENSG00000265236	31541101	31541178	6	-1	snoRNA
ENSG00000239035	57278570	57278673	15	-1	snoRNA
ENSG00000281710	30304321	30304536	3	-1	snoRNA
ENSG00000280498	28580920	28581054	1	-1	snoRNA
ENSG00000252236	156192063	156192203	1	-1	snoRNA
ENSG00000252014	131768140	131768249	4	1	snoRNA
ENSG00000201368	35429064	35429277	5	1	snoRNA
ENSG00000200969	81888918	81888985	9	1	snoRNA
ENSG00000263934	19188016	19188714	17	1	snoRNA
ENSG00000206849	31928303	31928434	15	1	snoRNA
ENSG00000206597	62665422	62665570	11	1	snoRNA
ENSG00000206901	139511424	139511555	2	1	snoRNA
ENSG00000238961	77080434	77080571	5	-1	snoRNA
ENSG00000202373	25249198	25249279	15	1	snoRNA
ENSG00000206987	32426288	32426420	15	-1	snoRNA
ENSG00000278010	67797087	67797181	9	1	snoRNA
ENSG00000212443	98599635	98599883	12	1	snoRNA
ENSG00000206989	138561043	138561110	5	-1	snoRNA
ENSG00000200492	92119423	92119633	6	1	snoRNA
ENSG00000207405	1962973	1963106	16	-1	snoRNA
ENSG00000238297	107999791	107999982	7	-1	snoRNA
ENSG00000252888	76835377	76835502	10	-1	snoRNA
ENSG00000273614	7826098	7826225	21	-1	snoRNA
ENSG00000200999	26702309	26702388	4	1	snoRNA
ENSG00000207493	58548499	58548633	16	-1	snoRNA
ENSG00000200534	132817219	132817348	6	1	snoRNA
ENSG00000252083	23972188	23972294	5	-1	snoRNA
ENSG00000253027	44764950	44765100	19	1	snoRNA
ENSG00000251730	183454128	183454262	3	1	snoRNA
ENSG00000266755	31617447	31617524	CHR_HSCHR6_MHC_MCF_CTG1	-1	snoRNA
ENSG00000264549	181243312	181243379	5	-1	snoRNA
ENSG00000276643	166099853	166099924	6	1	snoRNA
ENSG00000207344	65065999	65066132	7	1	snoRNA
ENSG00000221639	73263960	73264084	4	1	snoRNA
ENSG00000251796	26247384	26247521	Y	1	snoRNA
ENSG00000221711	77702746	77702803	4	-1	snoRNA
ENSG00000201823	31835263	31835326	6	1	snoRNA
ENSG00000252917	42347061	42347214	12	-1	snoRNA
ENSG00000201376	51244090	51244224	14	1	snoRNA
ENSG00000273587	1965184	1965310	16	1	snoRNA
ENSG00000276788	62855292	62855366	11	-1	snoRNA
ENSG00000223294	64575665	64575741	12	1	snoRNA
ENSG00000252258	3025434	3025566	18	-1	snoRNA
ENSG00000212598	90030284	90030495	3	1	snoRNA
ENSG00000238390	31664306	31664482	21	1	snoRNA
ENSG00000239153	115627082	115627185	11	-1	snoRNA
ENSG00000212611	114017033	114017102	X	1	snoRNA
ENSG00000251922	6017054	6017194	10	-1	snoRNA
ENSG00000202059	203052285	203052418	2	-1	snoRNA
ENSG00000238694	34966241	34966344	4	-1	snoRNA
ENSG00000212266	117688621	117688742	1	-1	snoRNA
ENSG00000212528	25268466	25268551	15	1	snoRNA
ENSG00000263879	31610483	31610614	CHR_HSCHR6_MHC_COX_CTG1	1	snoRNA
ENSG00000200733	89837170	89837237	13	1	snoRNA
ENSG00000212411	29575306	29575381	10	1	snoRNA
ENSG00000201209	28232756	28232823	22	-1	snoRNA
ENSG00000212163	2330180	2330370	17	-1	snoRNA
ENSG00000275084	2329016	2329237	17	-1	snoRNA
ENSG00000238371	15903669	15903772	2	1	snoRNA
ENSG00000264202	31822629	31822691	CHR_HSCHR6_MHC_COX_CTG1	1	snoRNA
ENSG00000212395	131782860	131782958	9	-1	snoRNA
ENSG00000212309	202278108	202278192	2	1	snoRNA
ENSG00000212447	122880213	122880323	9	-1	snoRNA
ENSG00000277512	16441226	16441298	17	1	snoRNA
ENSG00000200089	100993236	100993310	14	1	snoRNA
ENSG00000251896	25101575	25101666	15	1	snoRNA
ENSG00000202389	28022330	28022464	17	-1	snoRNA
ENSG00000208797	151103827	151103891	4	1	snoRNA
ENSG00000221420	186786675	186786852	3	1	snoRNA
ENSG00000266132	29582168	29582251	CHR_HSCHR6_MHC_QBL_CTG1	1	snoRNA
ENSG00000238622	10801467	10801608	11	-1	snoRNA
ENSG00000238650	56073835	56073901	8	-1	snoRNA
ENSG00000252870	115128218	115128373	11	-1	snoRNA
ENSG00000275648	30731838	30731970	CHR_HSCHR15_4_CTG8	1	snoRNA
ENSG00000200612	100986057	100986128	14	1	snoRNA
ENSG00000252473	39283657	39283791	2	-1	snoRNA
ENSG00000238793	40027542	40027645	17	-1	snoRNA
ENSG00000208883	110224985	110225063	X	-1	snoRNA
ENSG00000265607	31528550	31528627	CHR_HSCHR6_MHC_COX_CTG1	-1	snoRNA
ENSG00000274998	136726747	136726879	9	-1	snoRNA
ENSG00000265732	31825510	31825572	CHR_HSCHR6_MHC_QBL_CTG1	1	snoRNA
ENSG00000212191	178685886	178685956	4	-1	snoRNA
ENSG00000202374	67747236	67747386	4	1	snoRNA
ENSG00000209042	49278940	49279028	20	1	snoRNA
ENSG00000212498	2656097	2656182	20	1	snoRNA
ENSG00000212590	152609313	152609434	7	1	snoRNA
ENSG00000252904	65961183	65961319	5	-1	snoRNA
ENSG00000201410	86125216	86125287	3	1	snoRNA
ENSG00000206976	3922567	3922703	11	1	snoRNA
ENSG00000201689	100990091	100990160	14	1	snoRNA
ENSG00000251987	53530322	53530401	3	-1	snoRNA
ENSG00000221459	47388649	47388777	X	1	snoRNA
ENSG00000199392	77431563	77431689	18	-1	snoRNA
ENSG00000274309	38448084	38448215	20	1	snoRNA
ENSG00000221514	70529509	70529588	16	1	snoRNA
ENSG00000212620	79843102	79843228	4	1	snoRNA
ENSG00000262074	19063346	19064136	17	-1	snoRNA
ENSG00000264153	31613305	31613436	CHR_HSCHR6_MHC_QBL_CTG1	1	snoRNA
ENSG00000199959	84277321	84277457	1	1	snoRNA
ENSG00000252526	50151642	50151731	16	-1	snoRNA
ENSG00000202498	215630026	215630117	1	-1	snoRNA
ENSG00000199552	40654963	40655094	5	1	snoRNA
ENSG00000252133	62358191	62358285	9	-1	snoRNA
ENSG00000206977	41832854	41832993	6	1	snoRNA
ENSG00000274266	28507366	28507571	1	1	snoRNA
ENSG00000201129	154259727	154259862	1	1	snoRNA
ENSG00000272474	100938187	100938264	14	1	snoRNA
